: magkasalungat-words
maingay malinaw  tahimik  malabo clear
kongkreto magtiwala  basal  mag-alinlangan
araw magkapareho  gabi   magkaiba
akyat ibigay  baba abante atras   tanggapin
mahirap magkapareho  madali  magkaiba
mahirap sariwa  madali  bulok
maayos natural  magulo  artipisyal
umpisa tama  wakas  mali
matangkad puno  pandak  walang
dumating kanan  umalis  kaliwa
dito mabilis  diyan  mabagal
malakas sobra  mahina  kulang
malakas puno  mahina  walang
buhay mabilis  patay  mabagal
makapal panalo  manipis  talo
bakante loob  okupado  labas
ligtas masipag  mapanganib  tamad
malinis tunay  marumi  peke
kongkreto masipag  basal  tamad
maaraw mabuti  maulan  masama
tama una  mali  huli
loob puno  labas  walang
malinis magkapareho  marumi  magkaiba
ngiti una  simangot  huli
ligtas malinis  mapanganib  marumi
sobra mataas  kulang  mababa
loob posible  labas  imposible
akyat malambot  baba   matigas
babae mabilis  lalaki   mabagal
pagsilang takot  pagkamatay  matapang
mabigat matalim  magaan  mapurol
itago ngiti  ipakita  simangot
ngiti sobra  simangot  kulang
suwerte tama  malas  mali
ayusin mahaba  sirain   maikli
ikabit itigil  ihiwalay  ituloy 
suwerte una  malas  huli
malalim malambot  mababaw  matigas
magtagumpay mainit  mabig  malamig
malapit panalo  malayo  talo
mahirap malawak  madali  makitid
pagsilang tanong  pagkamatay  sagot
simple sobra  komplikado  kulang
malinaw tulog  malabo clear  gising 
matalim matangkad  mapurol  pandak
hinog suwerte  hilaw  malas
buo mabangis  kulang  maamo
masipag ngiti  tamad  simangot
malalim mayaman  mababaw  mahirap
hulihin magalang  pakawalan  bastos
itago tunay  ipakita  peke
dito mahal  diyan  mura expensive
mahal matagal  mura expensive  maigsi
akyat masaya  baba   malungkot
itigil malalim  ituloy   mababaw
mayaman tulak  mahirap  hila 
suwerte tama  malas  mali
itago mahaba  ipakita  maikli
palagi tunay  bihira  peke
lahat malinaw  wala  malabo clear
magalang marami  bastos  iilan
mayaman tama  mahirap  mali
harap makapal  likod  manipis
itim masikip  puti  maluwag
hulihin mabangis  pakawalan  maamo
babae manalo  lalaki   matalo
mahiyain sariwa  agresibo  bulok
magtagumpay tulog  mabig  gising 
makapal mapagbigay  manipis  makasarili
malinaw umpisa  malabo clear  wakas
manalo matangkad  matalo  pandak
marami puno  iilan  walang
maganda umpisa  pangit  wakas
matangkad una  pandak  huli
bago malambot  luma   matigas
mainit malinaw  malamig  malabo clear
magtagumpay makinis  mabig  magaspang
gutom matangkad  busog  pandak
itago malawak  ipakita  makitid
maaraw tanong  maulan  sagot
dumating mahaba  umalis  maikli
akyat masipag  baba abante atras   tamad
akyat malinis  baba abante atras   marumi
malapot manalo  malabnaw  matalo
langit ligtas  lupa  mapanganib
maayos umpisa  magulo  wakas
marami mataba  iilan  payat
malinis matangkad  marumi  pandak
manalo sariwa  matalo  bulok
mahal malambot  mura expensive  matigas
mapagbigay tandaan  makasarili  kalimutan
maganda malapot  pangit  malabnaw
hinog panalo  hilaw  talo
dumating maganda  umalis  pangit
magtiwala tulog  mag-alinlangan  gising 
takot tunay  matapang  peke
ayusin makinis  sirain   magaspang
abante puno  atras   walang
mabigat mayaman  magaan  mahirap
bakante maliwanag  okupado  madilim
itago sariwa  ipakita  bulok
ligtas una  mapanganib  huli
malinaw masikip  malabo clear  maluwag
ilalim magtiwala  ibabaw  mag-alinlangan
mahaba malaki  maikli  maliit
hinog mabigat  hilaw  magaan
malinis masaya  marumi  malungkot
matangkad posible  pandak  imposible
malinis umpisa  marumi  wakas
abante kongkreto  atras   basal
maaga maingay  huli  tahimik
maganda tunay  pangit  peke
mag-ipon mahiyain  gumastos  agresibo
ikabit tulog  ihiwalay  gising 
ngiti tandaan  simangot  kalimutan
hulihin nakaraan  pakawalan  hinaharap 
mahal malinis  mura expensive  marumi
posible tunay  imposible  peke
itim panalo  puti  talo
malinis matalim  marumi  mapurol
buhay magtagumpay  patay  mabig
magtagumpay masipag  mabig  tamad
maganda simple  pangit  komplikado
mapagbigay masaya  makasarili  malungkot
matangkad tulog  pandak  gising 
itim ligtas  puti  mapanganib
itago posible  ipakita  imposible
puno una  walang  huli
sobra tulog  kulang  gising 
maingay malinaw  tahimik  malabo clear
akyat itago  baba abante atras   ipakita
abante loob  atras   labas
maliwanag puno  madilim  walang
akyat malawak  baba abante atras   makitid
malinis tanong  marumi  sagot
makapal malambot  manipis  matigas
basa hinog  tuyo   hilaw
ngiti magkapareho  simangot  magkaiba
magalang malaki  bastos  maliit
akyat ikabit  baba   ihiwalay
gutom magkapareho  busog  magkaiba
umpisa tanong  wakas  sagot
ngiti posible  simangot  imposible
bata posible  matanda   imposible
malaki maliwanag  maliit  madilim
ngiti suwerte  simangot  malas
mag-ipon suwerte  gumastos  malas
akyat mabilis  baba   mabagal
maaga malalim  huli  mababaw
masikip umpisa  maluwag  wakas
kongkreto mabangis  basal  maamo
matagal una  maigsi  huli
gutom malapot  busog  malabnaw
maaraw matalim  maulan  mapurol
dumating takot  umalis  matapang
matagal matangkad  maigsi  pandak
baguhan mabilis  beterano  mabagal
simple suwerte  komplikado  malas
makinis una  magaspang  huli
malaki ngiti  maliit  simangot
bakante tunay  okupado  peke
mabigat tulak  magaan  hila 
malapot sobra  malabnaw  kulang
ikabit tandaan  ihiwalay  kalimutan
malaki malinis  maliit  marumi
matalim tanong  mapurol  sagot
bata takot  matanda   matapang
malambot sobra  matigas  kulang
langit magkapareho  lupa  magkaiba
kanan makinis  kaliwa  magaspang
makapal maliwanag  manipis  madilim
pagsilang palagi  pagkamatay  bihira
posible tanong  imposible  sagot
buhay dito  patay  diyan
malapit mataas  malayo  mababa
malakas mapagbigay  mahina  makasarili
magtagumpay masikip  mabig  maluwag
magalang marami  bastos  iilan
hinog maganda  hilaw  pangit
malinis takot  marumi  matapang
natural panalo  artipisyal  talo
dito manalo  diyan  matalo
bata malinaw  matanda   malabo clear
malakas maliwanag  mahina  madilim
mahaba posible  maikli  imposible
mabilis mapagbigay  mabagal  makasarili
mabuti tulog  masama  gising 
maaraw mag-ipon  maulan  gumastos
simple tulak  komplikado  hila 
buo mainit  kulang  malamig
ilalim matalim  ibabaw  mapurol
maaga pagsilang  huli  pagkamatay
ngiti mataas  simangot  mababa
malawak mayaman  makitid  mahirap
maliwanag simple  madilim  komplikado
bata maliwanag  matanda   madilim
bago magtiwala  luma   mag-alinlangan
babae malapot  lalaki   malabnaw
makinis malinis  magaspang  marumi
langit mapagbigay  lupa  makasarili
magalang mag-ipon  bastos  gumastos
maaraw ngiti  maulan  simangot
mabilis tunay  mabagal  peke
takot tanong  matapang  sagot
kongkreto tanong  basal  sagot
manalo simple  matalo  komplikado
palagi magkapareho  bihira  magkaiba
mag-ipon matalim  gumastos  mapurol
malawak ngiti  makitid  simangot
ikabit panalo  ihiwalay  talo
ihagis mahal  saluhin  mura expensive
malinaw magkapareho  malabo clear  magkaiba
bago malalim  luma   mababaw
mataba sariwa  payat  bulok
ito ngiti  iyan  simangot
palagi posible  bihira  imposible
natural tama  artipisyal  mali
malapit palagi  malayo  bihira
mag-ipon tunay  gumastos  peke
makapal matagal  manipis  maigsi
araw buhay  gabi   patay
itago masikip  ipakita  maluwag
makapal puno  manipis  walang
langit loob  lupa  labas
malambot takot  matigas  matapang
malinaw sariwa  malabo clear  bulok
ngiti suwerte  simangot  malas
buo mahiyain  kulang  agresibo
itigil mayaman  ituloy   mahirap
puno suwerte  walang  malas
dumating panalo  umalis  talo
masaya sariwa  malungkot  bulok
ikabit lahat  ihiwalay  wala
mahal masikip  mura expensive  maluwag
ito maingay  iyan  tahimik
baguhan mahiyain  beterano  agresibo
basa maaraw  tuyo   maulan
babae matalim  lalaki   mapurol
akyat ilalim  baba   ibabaw
masipag mataas  tamad  mababa
malalim tulak  mababaw  hila 
masipag pagsilang  tamad  pagkamatay
mahal makapal  mura expensive  manipis
sariwa tulog  bulok  gising 
malapot panalo  malabnaw  talo
tama una  mali  huli
malapit malawak  malayo  makitid
malawak tunay  makitid  peke
magtagumpay una  mabig  huli
ikabit matangkad  ihiwalay  pandak
malakas malapot  mahina  malabnaw
maliwanag matangkad  madilim  pandak
hinog mainit  hilaw  malamig
pagsilang suwerte  pagkamatay  malas
basa matalim  tuyo   mapurol
makinis malambot  magaspang  matigas
bakante kanan  okupado  kaliwa
dumating mahiyain  umalis  agresibo
maingay malinis  tahimik  marumi
mahiyain malinaw  agresibo  malabo clear
nakaraan simple  hinaharap   komplikado
umpisa tanong  wakas  sagot
ilalim mayaman  ibabaw  mahirap
bago mainit  luma   malamig
akyat takot  baba abante atras   matapang
magkapareho tulak  magkaiba  hila 
malaki masipag  maliit  tamad
makinis masaya  magaspang  malungkot
mainit maliwanag  malamig  madilim
loob mahirap  labas  madali
akyat ihagis  baba abante atras   saluhin
simple tandaan  komplikado  kalimutan
mainit palagi  malamig  bihira
itigil kanan  ituloy   kaliwa
basa tama  tuyo   mali
hawakan magtiwala  bitawan  mag-alinlangan
mahirap mainit  madali  malamig
ito magkapareho  iyan  magkaiba
malinis panalo  marumi  talo
ngiti simple  simangot  komplikado
itago mapagbigay  ipakita  makasarili
maayos tulak  magulo  hila 
manalo palagi  matalo  bihira
babae palagi  lalaki   bihira
takot tama  matapang  mali
malapot matagal  malabnaw  maigsi
dito hulihin  diyan  pakawalan
abante maaga  atras   huli
posible tandaan  imposible  kalimutan
magtagumpay mahal  mabig  mura expensive
magalang malapot  bastos  malabnaw
loob nakaraan  labas  hinaharap 
panalo suwerte  talo  malas
malapit masikip  malayo  maluwag
ibigay mahiyain  tanggapin  agresibo
umpisa tunay  wakas  peke
bakante mahal  okupado  mura expensive
masaya tulog  malungkot  gising 
mahaba sobra  maikli  kulang
dito kanan  diyan  kaliwa
langit natural  lupa  artipisyal
ligtas simple  mapanganib  komplikado
akyat maingay  baba abante atras   tahimik
itim langit  puti  lupa
maayos matalim  magulo  mapurol
bata malawak  matanda   makitid
ayusin loob  sirain   labas
dito una  diyan  huli
malawak takot  makitid  matapang
magtagumpay simple  mabig  komplikado
hawakan maganda  bitawan  pangit
baguhan tulak  beterano  hila 
kaibigan malapot  kaaway  malabnaw
lahat maaga  wala  huli
ikabit mabangis  ihiwalay  maamo
gutom tunay  busog  peke
akyat basa  baba abante atras   tuyo 
harap maaga  likod  huli
masipag suwerte  tamad  malas
mabigat tandaan  magaan  kalimutan
nakaraan sariwa  hinaharap   bulok
masipag mayaman  tamad  mahirap
mabangis tulog  maamo  gising 
kanan ngiti  kaliwa  simangot
buhay matagal  patay  maigsi
hulihin mag-ipon  pakawalan  gumastos
ito tulog  iyan  gising 
natural suwerte  artipisyal  malas
gutom masipag  busog  tamad
itim matagal  puti  maigsi
harap ilalim  likod  ibabaw
kanan mahirap  kaliwa  madali
matalim panalo  mapurol  talo
ihagis itigil  saluhin  ituloy 
lahat mabangis  wala  maamo
mabilis mataba  mabagal  payat
mabuti malapit  masama  malayo
takot tanong  matapang  sagot
masaya matalim  malungkot  mapurol
posible takot  imposible  matapang
baguhan matalim  beterano  mapurol
bata masipag  matanda   tamad
mag-ipon mainit  gumastos  malamig
bukas suwerte  sarado  malas
maaraw mahal  maulan  mura expensive
araw mabilis  gabi   mabagal
itim pagsilang  puti  pagkamatay
basa itigil  tuyo   ituloy 
lahat makinis  wala  magaspang
mayaman mataas  mahirap  mababa
bata magalang  matanda   bastos
malambot una  matigas  huli
malapot mayaman  malabnaw  mahirap
akyat malambot  baba   matigas
makapal magkapareho  manipis  magkaiba
palagi tulog  bihira  gising 
matalim umpisa  mapurol  wakas
baguhan harap  beterano  likod
ayusin dito  sirain   diyan
makinis malaki  magaspang  maliit
kongkreto maayos  basal  magulo
hinog maaga  hilaw  huli
malinaw masaya  malabo clear  malungkot
palagi umpisa  bihira  wakas
malambot una  matigas  huli
masaya simple  malungkot  komplikado
marami nakaraan  iilan  hinaharap 
mahiyain malinaw  agresibo  malabo clear
malinis puno  marumi  walang
dumating maaga  umalis  huli
matagal palagi  maigsi  bihira
langit mabigat  lupa  magaan
mag-ipon magtagumpay  gumastos  mabig
malambot matangkad  matigas  pandak
hulihin posible  pakawalan  imposible
ito mataba  iyan  payat
maaraw malapot  maulan  malabnaw
maayos tulog  magulo  gising 
ilalim panalo  ibabaw  talo
bukas itim  sarado  puti
magalang malakas  bastos  mahina
gutom ligtas  busog  mapanganib
kaibigan mainit  kaaway  malamig
malalim puno  mababaw  walang
langit tama  lupa  mali
maganda mataba  pangit  payat
ligtas posible  mapanganib  imposible
malaki masikip  maliit  maluwag
masaya tunay  malungkot  peke
basa lahat  tuyo   wala
loob matalim  labas  mapurol
malapot mataas  malabnaw  mababa
mayaman tanong  mahirap  sagot
akyat tunay  baba   peke
ngiti magkapareho  simangot  magkaiba
matalim tama  mapurol  mali
maaga malapot  huli  malabnaw
lahat mataba  wala  payat
ikabit puno  ihiwalay  walang
maaraw magtiwala  maulan  mag-alinlangan
baguhan mapagbigay  beterano  makasarili
malambot posible  matigas  imposible
makinis matangkad  magaspang  pandak
posible sariwa  imposible  bulok
mainit nakaraan  malamig  hinaharap 
mag-ipon tulak  gumastos  hila 
kanan maaraw  kaliwa  maulan
langit mabilis  lupa  mabagal
ito lahat  iyan  wala
maaga nakaraan  huli  hinaharap 
mahiyain matalim  agresibo  mapurol
ibigay magtagumpay  tanggapin  mabig
kaibigan maganda  kaaway  pangit
natural tunay  artipisyal  peke
magalang mainit  bastos  malamig
hawakan ihagis  bitawan  saluhin
akyat tanong  baba abante atras   sagot
gutom puno  busog  walang
malambot maliwanag  matigas  madilim
masikip simple  maluwag  komplikado
matangkad natural  pandak  artipisyal
natural pagsilang  artipisyal  pagkamatay
mapagbigay matalim  makasarili  mapurol
manalo masaya  matalo  malungkot
puno tulog  walang  gising 
mataba tandaan  payat  kalimutan
panalo sobra  talo  kulang
mahiyain maingay  agresibo  tahimik
pagsilang sobra  pagkamatay  kulang
bata mataba  matanda   payat
malakas panalo  mahina  talo
bakante kanan  okupado  kaliwa
ibigay magkapareho  tanggapin  magkaiba
mag-ipon malawak  gumastos  makitid
maayos mahaba  magulo  maikli
natural tunay  artipisyal  peke
malalim tunay  mababaw  peke
loob magalang  labas  bastos
kaibigan kongkreto  kaaway  basal
natural sariwa  artipisyal  bulok
simple tulog  komplikado  gising 
maaga masipag  huli  tamad
maliwanag manalo  madilim  matalo
puno tulak  walang  hila 
sariwa suwerte  bulok  malas
mayaman magkapareho  mahirap  magkaiba
palagi suwerte  bihira  malas
mapagbigay una  makasarili  huli
basa masikip  tuyo   maluwag
langit maganda  lupa  pangit
mag-ipon panalo  gumastos  talo
ihagis makapal  saluhin  manipis
abante mabangis  atras   maamo
hawakan ilalim  bitawan  ibabaw
malinaw panalo  malabo clear  talo
hinog masaya  hilaw  malungkot
mataba una  payat  huli
bakante maganda  okupado  pangit
ayusin harap  sirain   likod
bata ihagis  matanda   saluhin
mayaman una  mahirap  huli
maingay tunay  tahimik  peke
hinog masaya  hilaw  malungkot
ligtas mabangis  mapanganib  maamo
maliwanag tunay  madilim  peke
magtiwala masipag  mag-alinlangan  tamad
malaki sariwa  maliit  bulok
kongkreto mataas  basal  mababa
buhay dito  patay  diyan
akyat mabuti  baba abante atras   masama
kaibigan malakas  kaaway  mahina
gutom malaki  busog  maliit
mapagbigay masikip  makasarili  maluwag
malawak magkapareho  makitid  magkaiba
nakaraan sariwa  hinaharap   bulok
malaki takot  maliit  matapang
suwerte mataas  malas  mababa
mataas takot  mababa  matapang
mahirap simple  madali  komplikado
bakante bata  okupado  matanda 
mabuti pagsilang  masama  pagkamatay
dumating tandaan  umalis  kalimutan
tama tanong  mali  sagot
mahal malaki  mura expensive  maliit
mahaba mahiyain  maikli  agresibo
maganda masaya  pangit  malungkot
akyat ito  baba   iyan
malambot puno  matigas  walang
mataas tanong  mababa  sagot
ihagis posible  saluhin  imposible
mabilis tunay  mabagal  peke
abante magtiwala  atras   mag-alinlangan
masikip simple  maluwag  komplikado
ayusin mataas  sirain   mababa
bago umpisa  luma   wakas
nakaraan tandaan  hinaharap   kalimutan
magtagumpay matagal  mabig  maigsi
kanan palagi  kaliwa  bihira
harap mabilis  likod  mabagal
mabangis sariwa  maamo  bulok
malinis simple  marumi  komplikado
umpisa una  wakas  huli
abante mabuti  atras   masama
baguhan loob  beterano  labas
puno takot  walang  matapang
kaibigan marami  kaaway  iilan
bukas buo  sarado  kulang
umpisa tulog  wakas  gising 
mahaba mahal  maikli  mura expensive
malapit suwerte  malayo  malas
hawakan masaya  bitawan  malungkot
malapit ngiti  malayo  simangot
kongkreto tulak  basal  hila 
mahaba pagsilang  maikli  pagkamatay
marami sobra  iilan  kulang
pagsilang magkapareho  pagkamatay  magkaiba
mayaman takot  mahirap  matapang
umpisa suwerte  wakas  malas
umpisa una  wakas  huli
ibigay masaya  tanggapin  malungkot
kongkreto malinaw  basal  malabo clear
itago mabangis  ipakita  maamo
mahal manalo  mura expensive  matalo
harap makinis  likod  magaspang
ayusin ihagis  sirain   saluhin
malambot matalim  matigas  mapurol
malakas umpisa  mahina  wakas
maayos mahal  magulo  mura expensive
makinis mataba  magaspang  payat
umpisa sobra  wakas  kulang
ihagis maaraw  saluhin  maulan
magkapareho sobra  magkaiba  kulang
kongkreto magtagumpay  basal  mabig
maganda mapagbigay  pangit  makasarili
kongkreto langit  basal  lupa
maaga malaki  huli  maliit
kanan langit  kaliwa  lupa
mainit masaya  malamig  malungkot
malapot puno  malabnaw  walang
bakante bata  okupado  matanda 
maingay sariwa  tahimik  bulok
maaraw matangkad  maulan  pandak
maaraw tulak  maulan  hila 
mabangis malalim  maamo  mababaw
mabigat magalang  magaan  bastos
sariwa tama  bulok  mali
palagi tandaan  bihira  kalimutan
bago natural  luma   artipisyal
bakante gutom  okupado  busog
ilalim loob  ibabaw  labas
ihagis loob  saluhin  labas
langit masikip  lupa  maluwag
tanong una  sagot  huli
harap malalim  likod  mababaw
ilalim makapal  ibabaw  manipis
matalim palagi  mapurol  bihira
bakante malinaw  okupado  malabo clear
buo maayos  kulang  magulo
malambot umpisa  matigas  wakas
babae maaraw  lalaki   maulan
mahiyain malaki  agresibo  maliit
malaki mapagbigay  maliit  makasarili
matangkad natural  pandak  artipisyal
bata hinog  matanda   hilaw
itim maliwanag  puti  madilim
itim takot  puti  matapang
ito masikip  iyan  maluwag
mainit mataas  malamig  mababa
mabigat malinis  magaan  marumi
akyat maaga  baba abante atras   huli
sobra tanong  kulang  sagot
malapit malapot  malayo  malabnaw
malalim malinis  mababaw  marumi
makapal malinaw  manipis  malabo clear
ikabit itago  ihiwalay  ipakita
itago marami  ipakita  iilan
panalo simple  talo  komplikado
mapagbigay matagal  makasarili  maigsi
dumating ngiti  umalis  simangot
ibigay loob  tanggapin  labas
umpisa takot  wakas  matapang
malapot palagi  malabnaw  bihira
magalang mapagbigay  bastos  makasarili
hinog mahirap  hilaw  madali
loob mabangis  labas  maamo
loob masikip  labas  maluwag
malalim simple  mababaw  komplikado
ihagis nakaraan  saluhin  hinaharap 
ibigay maaraw  tanggapin  maulan
magkapareho sobra  magkaiba  kulang
malapit suwerte  malayo  malas
natural simple  artipisyal  komplikado
maaga malambot  huli  matigas
maingay makinis  tahimik  magaspang
maayos natural  magulo  artipisyal
bakante masaya  okupado  malungkot
mabigat umpisa  magaan  wakas
malawak maliwanag  makitid  madilim
baguhan malinaw  beterano  malabo clear
buhay itigil  patay  ituloy 
mainit malawak  malamig  makitid
mapagbigay ngiti  makasarili  simangot
mataba mayaman  payat  mahirap
mabangis masikip  maamo  maluwag
palagi tunay  bihira  peke
ilalim loob  ibabaw  labas
abante ihagis  atras   saluhin
harap una  likod  huli
ihagis mainit  saluhin  malamig
puno sobra  walang  kulang
bago malakas  luma   mahina
bukas magalang  sarado  bastos
mabilis tulak  mabagal  hila 
nakaraan natural  hinaharap   artipisyal
mahaba suwerte  maikli  malas
maliwanag sariwa  madilim  bulok
mabuti natural  masama  artipisyal
malapot suwerte  malabnaw  malas
mag-ipon masipag  gumastos  tamad
maingay mataas  tahimik  mababa
masaya tanong  malungkot  sagot
ihagis itigil  saluhin  ituloy 
hinog mabangis  hilaw  maamo
loob tandaan  labas  kalimutan
hinog umpisa  hilaw  wakas
ito mainit  iyan  malamig
hawakan mataba  bitawan  payat
mabuti tulak  masama  hila 
makapal malaki  manipis  maliit
ihagis maaga  saluhin  huli
sobra una  kulang  huli
bata buhay  matanda   patay
natural puno  artipisyal  walang
magtagumpay makapal  mabig  manipis
bakante mataba  okupado  payat
akyat bata  baba abante atras   matanda 
ligtas malapot  mapanganib  malabnaw
manalo panalo  matalo  talo
panalo tulog  talo  gising 
malalim magkapareho  mababaw  magkaiba
malakas malapit  mahina  malayo
harap manalo  likod  matalo
bukas hulihin  sarado  pakawalan
tulog una  gising   huli
malapit magkapareho  malayo  magkaiba
bukas posible  sarado  imposible
sariwa tulog  bulok  gising 
makinis tama  magaspang  mali
malawak puno  makitid  walang
ligtas maayos  mapanganib  magulo
maayos umpisa  magulo  wakas
masipag panalo  tamad  talo
makinis masikip  magaspang  maluwag
mahal posible  mura expensive  imposible
bata mataas  matanda   mababa
matalim mayaman  mapurol  mahirap
bakante hulihin  okupado  pakawalan
puno simple  walang  komplikado
itim una  puti  huli
hinog masikip  hilaw  maluwag
palagi tulak  bihira  hila 
hulihin makinis  pakawalan  magaspang
itim natural  puti  artipisyal
masipag sariwa  tamad  bulok
dumating masaya  umalis  malungkot
masipag mataba  tamad  payat
hinog maingay  hilaw  tahimik
sariwa suwerte  bulok  malas
mabuti malapot  masama  malabnaw
bakante simple  okupado  komplikado
maganda magkapareho  pangit  magkaiba
akyat suwerte  baba abante atras   malas
ilalim mahiyain  ibabaw  agresibo
itigil mabilis  ituloy   mabagal
maliwanag panalo  madilim  talo
ayusin bago  sirain   luma 
natural ngiti  artipisyal  simangot
panalo tanong  talo  sagot
malapot mapagbigay  malabnaw  makasarili
basa malawak  tuyo   makitid
matangkad ngiti  pandak  simangot
maaga mahal  huli  mura expensive
bago tandaan  luma   kalimutan
ngiti takot  simangot  matapang
itim mahiyain  puti  agresibo
itigil malinis  ituloy   marumi
mabigat nakaraan  magaan  hinaharap 
ngiti posible  simangot  imposible
sariwa umpisa  bulok  wakas
hulihin mabigat  pakawalan  magaan
mahal manalo  mura expensive  matalo
basa sariwa  tuyo   bulok
mag-ipon masaya  gumastos  malungkot
makapal malalim  manipis  mababaw
bukas maaga  sarado  huli
hinog nakaraan  hilaw  hinaharap 
bata manalo  matanda   matalo
malinis masikip  marumi  maluwag
hulihin makapal  pakawalan  manipis
maliwanag matangkad  madilim  pandak
masikip tulog  maluwag  gising 
tulak una  hila   huli
maaga malakas  huli  mahina
mabigat malapot  magaan  malabnaw
mabilis malambot  mabagal  matigas
buo mataas  kulang  mababa
itago maayos  ipakita  magulo
mabuti manalo  masama  matalo
lahat malakas  wala  mahina
hulihin malapot  pakawalan  malabnaw
ito una  iyan  huli
mahiyain matagal  agresibo  maigsi
tanong tunay  sagot  peke
tama tulak  mali  hila 
puno tunay  walang  peke
bakante magalang  okupado  bastos
magtiwala natural  mag-alinlangan  artipisyal
buo manalo  kulang  matalo
nakaraan takot  hinaharap   matapang
itigil loob  ituloy   labas
takot tunay  matapang  peke
mataba pagsilang  payat  pagkamatay
mahal una  mura expensive  huli
ilalim puno  ibabaw  walang
mayaman natural  mahirap  artipisyal
itim mabigat  puti  magaan
maayos magkapareho  magulo  magkaiba
buo ilalim  kulang  ibabaw
nakaraan simple  hinaharap   komplikado
mabigat matangkad  magaan  pandak
mahaba matagal  maikli  maigsi
matangkad sariwa  pandak  bulok
ibigay maaga  tanggapin  huli
maayos matagal  magulo  maigsi
ibigay sobra  tanggapin  kulang
mahaba mapagbigay  maikli  makasarili
tama tanong  mali  sagot
matangkad umpisa  pandak  wakas
mabuti magtiwala  masama  mag-alinlangan
itago makinis  ipakita  magaspang
malalim simple  mababaw  komplikado
sobra takot  kulang  matapang
bukas gutom  sarado  busog
abante langit  atras   lupa
puno sariwa  walang  bulok
langit simple  lupa  komplikado
palagi una  bihira  huli
palagi puno  bihira  walang
mag-ipon tulog  gumastos  gising 
sobra suwerte  kulang  malas
malapit tama  malayo  mali
malapit masipag  malayo  tamad
maliwanag masikip  madilim  maluwag
masikip sobra  maluwag  kulang
malambot tulog  matigas  gising 
makapal pagsilang  manipis  pagkamatay
malinaw ngiti  malabo clear  simangot
itago langit  ipakita  lupa
bago mahirap  luma   madali
ibigay maliwanag  tanggapin  madilim
mataas tunay  mababa  peke
maingay pagsilang  tahimik  pagkamatay
malinis mataas  marumi  mababa
buo simple  kulang  komplikado
bukas masikip  sarado  maluwag
makapal mataas  manipis  mababa
maganda makapal  pangit  manipis
maaga panalo  huli  talo
mataba pagsilang  payat  pagkamatay
manalo mataas  matalo  mababa
malaki tama  maliit  mali
mahaba malawak  maikli  makitid
masaya tulak  malungkot  hila 
magtagumpay magkapareho  mabig  magkaiba
matangkad sobra  pandak  kulang
maganda panalo  pangit  talo
lahat marami  wala  iilan
malakas masikip  mahina  maluwag
mabuti malawak  masama  makitid
bukas mag-ipon  sarado  gumastos
pagsilang posible  pagkamatay  imposible
buo masipag  kulang  tamad
makinis maliwanag  magaspang  madilim
harap sariwa  likod  bulok
natural ngiti  artipisyal  simangot
baguhan ilalim  beterano  ibabaw
sariwa tunay  bulok  peke
matalim umpisa  mapurol  wakas
kaibigan sariwa  kaaway  bulok
masipag umpisa  tamad  wakas
mabuti matagal  masama  maigsi
natural sobra  artipisyal  kulang
maingay mataas  tahimik  mababa
mahirap tanong  madali  sagot
mapagbigay natural  makasarili  artipisyal
mahirap masipag  madali  tamad
babae tama  lalaki   mali
malaki malinaw  maliit  malabo clear
suwerte tama  malas  mali
dito mabilis  diyan  mabagal
babae magkapareho  lalaki   magkaiba
itim nakaraan  puti  hinaharap 
hinog magtiwala  hilaw  mag-alinlangan
babae gutom  lalaki   busog
loob mayaman  labas  mahirap
malaki mataba  maliit  payat
lahat mahaba  wala  maikli
mabigat malambot  magaan  matigas
hinog malambot  hilaw  matigas
maayos manalo  magulo  matalo
maliwanag pagsilang  madilim  pagkamatay
malapot tulog  malabnaw  gising 
lahat mahirap  wala  madali
maliwanag simple  madilim  komplikado
ihagis magtagumpay  saluhin  mabig
mag-ipon malapit  gumastos  malayo
mataba tulak  payat  hila 
akyat magalang  baba   bastos
makinis natural  magaspang  artipisyal
ngiti tunay  simangot  peke
malambot marami  matigas  iilan
gutom masaya  busog  malungkot
puno tama  walang  mali
marami sariwa  iilan  bulok
matagal simple  maigsi  komplikado
sobra mataas  kulang  mababa
itago tulog  ipakita  gising 
loob sariwa  labas  bulok
mabilis malambot  mabagal  matigas
manalo ngiti  matalo  simangot
abante lahat  atras   wala
kaibigan ngiti  kaaway  simangot
masipag sariwa  tamad  bulok
maaga tulog  huli  gising 
buo mabilis  kulang  mabagal
mataba matagal  payat  maigsi
buhay tulak  patay  hila 
malalim masaya  mababaw  malungkot
bata hawakan  matanda   bitawan
akyat mag-ipon  baba abante atras   gumastos
kongkreto matalim  basal  mapurol
malinaw suwerte  malabo clear  malas
basa malambot  tuyo   matigas
bakante hulihin  okupado  pakawalan
kongkreto mataba  basal  payat
malalim matagal  mababaw  maigsi
ito mag-ipon  iyan  gumastos
loob mapagbigay  labas  makasarili
bata sobra  matanda   kulang
maaga mataas  huli  mababa
langit mabilis  lupa  mabagal
maingay mataba  tahimik  payat
malinaw una  malabo clear  huli
masaya simple  malungkot  komplikado
mabilis tanong  mabagal  sagot
ilalim mabuti  ibabaw  masama
malapot tandaan  malabnaw  kalimutan
bakante tandaan  okupado  kalimutan
hinog mahal  hilaw  mura expensive
ito mag-ipon  iyan  gumastos
akyat araw  baba   gabi 
malapot natural  malabnaw  artipisyal
