gobyerno kamukha  pamahalaan  kahawig
makintab nakalilibang  makinang  kawili-wili
makitid nakalilibang  makipot  kawili-wili
pangarap plato  mithi  pinggan
kalihim pangarap  sekretarya  mithi
sawi ulam  bigo  putahe
sidhi tadhana  tindi  kapalaran
dalampasigan harang  baybayin  hadlang
maaari sidhi  puwede  tindi
nakaraan pumutok  nakalipas  sumabog
naloko silbi  nalinlang  gamit
basahan handog  trapo  alay
deretso madalas  tuwid  malimit
prutas tala  bungang-kahoy  bituin
alapaap bahala  ulap  mananagot
gitna pumunta  sentro  tumungo
lunas saranggola  remedyo  guryon
basahan saranggola  trapo  guryon
presko silbi  maaliwalas  gamit
away matagal  basag-ulo  malaon
libingan pila  sementeryo  hanay
alaala desisyon  gunita  pasiya
malamig sinasaad  maginaw  sinasabi
magkagalit magusot  magkaaway  malukot
anyo damdamin  itsura  saloobin
mahalaga tuwina  importante  lagi
magulat tunay  mabigla  totoo
dami sawi  bilang  bigo
maawain nakatago  mahabagin  nakakubli
dahan-dahan mahigpit  hinay-hinay  istrikto
bahagi pangarap  parte  mithi
bata hangad  musmos  nais
balat-sibuyas pirma  maramdamin  lagda
hampas likha  palo  gawa
lungkot magkalaban  lumbay  magkatunggali
away pangulo  basag-ulo  presidente
edad simula  gulang  umpisa
laki pamaypay  sukat  abaniko
anyaya madalas  imbita  malimit
lungkot pulo  lumbay  isla
pumalit pumunta  humalili  tumungo
dekorasyon kuwento  palamuti  salaysay
paaralan suwail  eskuwelahan  sutil
haka sanay  hinala  bihasa
hardin palingun-lingon  halamanan  palinga-linga
katas tapang  dagta  lakas-loob
lakbay mabango  biyahe  mahalimuyak
haka pirma  hinala  lagda
labag plato  ilegal  pinggan
simot suwail  said  sutil
asal mabilis  ugali  matulin
mabilis sumpa  matulin  panata
braso lunas  bisig  remedyo
hinuli kama  dinakip  higaan
paningin pila  pananaw  hanay
magkasinggulang tadhana  magkasintanda  kapalaran
pumutok sidhi  sumabog  tindi
dami tama  bilang  tumpak
simula suwail  umpisa  sutil
kaibigan problema  katoto  suliranin
lunas puwersa  remedyo  lakas
hiram mapalad  utang  masuwerte
damdamin malamig  saloobin  maginaw
batayan dahan-dahan  basehan  hinay-hinay
matagal presko  malaon  maaliwalas
magulat malakas  mabigla  matibay
pila tunay  hanay  totoo
matalim sanay  matalas  bihasa
gayahin sinasaad  tularan  sinasabi
butil pag-ibig  buto  pagmamahal
anyaya hinuli  imbita  dinakip
upuan wika  silya  lengguwahe
giba gumaling  wasak  maghilom
plato taksil  pinggan  traidor
labag opisina  ilegal  tanggapan
maawain sagot  mahabagin  tugon
hugis kriminal  korte  salarin
magmukmok tibok  magmaktol  pintig
dala puhunan  hatid  kapital
nakaraan sumpa  nakalipas  panata
palayaw tala  tawag  bituin
harang magkalaban  hadlang  magkatunggali
batayan hampas  basehan  palo
maliit palayaw  munti  tawag
paligsahan simula  timpalak  umpisa
mahigpit tuwina  istrikto  lagi
kapos lunas  kulang  remedyo
berde hardin  luntian  halamanan
tama umiwas  tumpak  umilag
eksperto paaralan  dalubhasa  eskuwelahan
landas sakop  daan  saklaw
sakay talaan  lulan  listahan
mapagbigay upuan  bukas-palad  silya
sandata suweldo  armas  sahod
likha tulong  gawa  suporta
kasali masipag  kalahok  matiyaga
umako wika  umamin  lengguwahe
simula tunay  umpisa  totoo
mahalaga paningin  importante  pananaw
likas puwersa  natural  lakas
gumaling umako  maghilom  umamin
hiram malinaw  utang  maliwanag
sinasaad tunay  sinasabi  totoo
paaralan suwail  eskuwelahan  sutil
sakop sawi  saklaw  bigo
magtiis malamig  magdusa  maginaw
labag titik  ilegal  letra
huwaran karaniwan  modelo  ordinaryo
mabuti sanay  mainam  bihasa
maawain mananahi  mahabagin  modista
masarap problema  malinamnam  suliranin
butil paligsahan  buto  timpalak
magkalaban problema  magkatunggali  suliranin
sumpa tulong  panata  suporta
basahan boses  trapo  tinig
paligsahan pumunta  timpalak  tumungo
malamig tibok  maginaw  pintig
mabilis mabuti  matulin  mainam
dasal maalaga  dalangin  maaruga
hatol kama  husga  higaan
malubha sigaw  malala  hiyaw
silbi suntok  gamit  sapok
liham suweldo  sulat  sahod
kuwento magtira  salaysay  magtabi
gitna kasabay  sentro  kasama
plato puhunan  pinggan  kapital
alapaap matagal  ulap  malaon
presko umiwas  maaliwalas  umilag
mayabang serbisyo  hambog  paglilingkod
mabuti serbisyo  mainam  paglilingkod
masarap tama  malinamnam  tumpak
likha pursiyento  gawa  bahagdan
pangulo tamad  presidente  batugan
sagot umako  tugon  umamin
dahilan mayabang  sanhi  hambog
mapagbigay tuwina  bukas-palad  lagi
magtira mapalad  magtabi  masuwerte
dahan-dahan saranggola  hinay-hinay  guryon
mabuti magastos  mainam  magugol
lansangan plato  kalye  pinggan
ulam wakas  putahe  katapusan
tiyak tuwina  sigurado  lagi
matipid tuwa  maimot  galak
tala tulong  bituin  suporta
labag sang-ayon  ilegal  pabor
kamukha sakay  kahawig  lulan
bagyo dami  unos  bilang
edad masarap  gulang  malinamnam
away uri  laban  klase
tulong ulam  suporta  putahe
maliit saranggola  munti  guryon
kaakit-akit mananahi  maalindog  modista
kaakit-akit nakaraan  maalindog  nakalipas
kama landas  higaan  daan
alaala simula  gunita  umpisa
mabuntis sakay  magdalang-tao  lulan
lakbay pangulo  biyahe  presidente
bigat mapagbigay  timbang  bukas-palad
puhunan sinasaad  kapital  sinasabi
dasal taksil  dalangin  traidor
edad makitid  gulang  makipot
bantog tala  tanyag  bituin
hangad sagot  nais  tugon
liham suwail  sulat  sutil
pamaypay tiyak  abaniko  sigurado
sanay umiwas  bihasa  umilag
landas mahalaga  daan  importante
eksperto tamad  dalubhasa  batugan
suweldo tunay  sahod  totoo
simula sobra  umpisa  labis
sakay uri  lulan  klase
upuan wika  silya  lengguwahe
huwaran prutas  modelo  bungang-kahoy
matagal nakalilibang  malaon  kawili-wili
pag-ibig sundin  pagmamahal  tumalima
ulam umiwas  putahe  umilag
tapang wakas  lakas-loob  katapusan
maaari pamilya  puwede  mag-anak
anyaya basahan  imbita  trapo
kriminal sagot  salarin  tugon
bihira sang-ayon  madalang  pabor
paligsahan pirma  timpalak  lagda
magkalaban mayabang  magkatunggali  hambog
tunay uri  totoo  klase
maalaga malubha  maaruga  malala
bilanggo iboto  preso  ihalal
sandata tunay  armas  totoo
eksperto sagisag  dalubhasa  simbolo
gobyerno pag-ibig  pamahalaan  pagmamahal
masarap silbi  malinamnam  gamit
mananahi pulo  modista  isla
katarungan suwail  hustisya  sutil
kasabay premyo  kasama  gantimpala
dulo maaari  hangganan  puwede
puhunan sigaw  kapital  hiyaw
grupo kamukha  pangkat  kahawig
naloko pakiusap  nalinlang  samo
mahigpit pangulo  istrikto  presidente
magkalaban tama  magkatunggali  tumpak
batayan sang-ayon  basehan  pabor
pangarap ulam  mithi  putahe
tiyak upuan  sigurado  silya
problema sawi  suliranin  bigo
kasali magduda  kalahok  mag-alinlangan
magmukmok malamig  magmaktol  maginaw
pumutok tuwina  sumabog  lagi
umiwas wakas  umilag  katapusan
labag pangulo  ilegal  presidente
tamad tirahan  batugan  tahanan
titik wika  letra  lengguwahe
pamaypay paningin  abaniko  pananaw
baliktad batayan  tiwarik  basehan
saksi tuwa  testigo  galak
sigaw taksil  hiyaw  traidor
karaniwan sawi  ordinaryo  bigo
masipag ulam  matiyaga  putahe
hangad malakas  nais  matibay
tulong uri  suporta  klase
bulok problema  panis  suliranin
sumpa tamad  panata  batugan
basahan pulo  trapo  isla
lihim tibok  sikreto  pintig
matapang upuan  magiting  silya
magastos mahigpit  magugol  istrikto
lansangan mabuntis  kalye  magdalang-tao
aksidente lunas  sakuna  remedyo
hardin matipid  halamanan  maimot
tamad umako  batugan  umamin
duwag kasabay  bahag-buntot  kasama
gumaling sagot  maghilom  tugon
dami edad  bilang  gulang
hanapbuhay malamig  trabaho  maginaw
laki magkagalit  sukat  magkaaway
pantalon saranggola  salawal  guryon
magulat mag-utos  mabigla  mag-atas
masipag tamad  matiyaga  batugan
suweldo wika  sahod  lengguwahe
gumaling sigaw  maghilom  hiyaw
anyo magkasinggulang  itsura  magkasintanda
sundin upuan  tumalima  silya
mabuti maliit  mainam  munti
butil kapos  buto  kulang
gitna sang-ayon  sentro  pabor
mayabang paaralan  hambog  eskuwelahan
mabango sakop  mahalimuyak  saklaw
gayahin magduda  tularan  mag-alinlangan
kalbo puwersa  panot  lakas
away magulat  laban  mabigla
bihira sawi  madalang  bigo
dekorasyon makitid  palamuti  makipot
prutas tunay  bungang-kahoy  totoo
magtira pulo  magtabi  isla
mapagbigay paaralan  bukas-palad  eskuwelahan
libingan magastos  sementeryo  magugol
mabaho magulat  maalingasaw  mabigla
desisyon tuwa  pasiya  galak
libingan nakatago  sementeryo  nakakubli
premyo sidhi  gantimpala  tindi
alapaap kapos  ulap  kulang
maalaga masipag  maaruga  matiyaga
hampas mabuntis  palo  magdalang-tao
libingan paligsahan  sementeryo  timpalak
katas tala  dagta  bituin
kriminal lihim  salarin  sikreto
gitna pumunta  sentro  tumungo
mapalad pakiusap  masuwerte  samo
dilat sakop  mulat  saklaw
puhunan sang-ayon  kapital  pabor
tunay uri  totoo  klase
magtiis pila  magdusa  hanay
pila sakay  hanay  lulan
malubha pamilya  malala  mag-anak
magkasinggulang ulam  magkasintanda  putahe
mabuntis malubha  magdalang-tao  malala
magisip-isip paningin  magmuni-muni  pananaw
lunas saysay  remedyo  kabuluhan
dilat laki  mulat  sukat
serbisyo sumpa  paglilingkod  panata
libingan masarap  sementeryo  malinamnam
matalim palengke  matalas  pamilihan
kriminal malakas  salarin  matibay
makata tulong  poeta  suporta
dayuhan paaralan  banyaga  eskuwelahan
maaari sundin  puwede  tumalima
sandata tapang  armas  lakas-loob
maalaga mananahi  maaruga  modista
lugar makata  pook  poeta
bandila pirma  watawat  lagda
suwail tulong  sutil  suporta
alapaap magastos  ulap  magugol
paningin tulong  pananaw  suporta
magtira mag-utos  magtabi  mag-atas
gitna sakay  sentro  lulan
saranggola ulam  guryon  putahe
balat-sibuyas lansangan  maramdamin  kalye
tirahan uri  tahanan  klase
magastos magkalaban  magugol  magkatunggali
away mahalaga  basag-ulo  importante
masipag sumpa  matiyaga  panata
liham tama  sulat  tumpak
hangad paningin  nais  pananaw
suntok umiwas  sapok  umilag
pag-ibig tadhana  pagmamahal  kapalaran
ulam umako  putahe  umamin
laki madalas  sukat  malimit
nakatago tama  nakakubli  tumpak
hanapbuhay masarap  trabaho  malinamnam
maliit pasikut-sikot  munti  paliguy-ligoy
pangulo sundin  presidente  tumalima
dahilan puwersa  sanhi  lakas
paningin tiyak  pananaw  sigurado
masarap serbisyo  malinamnam  paglilingkod
magtiis palayaw  magdusa  tawag
magmadali magtira  mag-apura  magtabi
nakaraan prutas  nakalipas  bungang-kahoy
bahala sumpa  mananagot  panata
paningin sagisag  pananaw  simbolo
prutas sagot  bungang-kahoy  tugon
angal saranggola  reklamo  guryon
nakaraan saysay  nakalipas  kabuluhan
prutas sagisag  bungang-kahoy  simbolo
away sandata  laban  armas
angkop masipag  akma  matiyaga
paligsahan sobra  timpalak  labis
magulat serbisyo  mabigla  paglilingkod
masipag sagot  matiyaga  tugon
anyo titik  itsura  letra
desisyon hinuli  pasiya  dinakip
grupo sagisag  pangkat  simbolo
malakas puwersa  matibay  lakas
digmaan gramatika  gera  balarila
pangulo sang-ayon  presidente  pabor
haka opisina  hinala  tanggapan
pakiusap sobra  samo  labis
mahalaga pantalon  importante  salawal
naloko sakay  nalinlang  lulan
berde paaralan  luntian  eskuwelahan
lakbay puhunan  biyahe  kapital
bukod-tangi lihim  naiiba  sikreto
sigaw tunay  hiyaw  totoo
palayaw tirahan  tawag  tahanan
presko tama  maaliwalas  tumpak
sinasaad tama  sinasabi  tumpak
dahan-dahan palingun-lingon  hinay-hinay  palinga-linga
mapagbigay pakiusap  bukas-palad  samo
kaibigan tulong  katoto  suporta
liham mabilis  sulat  matulin
hugis sumpa  korte  panata
kaakit-akit naloko  maalindog  nalinlang
magmukmok tiyak  magmaktol  sigurado
gramatika sakay  balarila  lulan
harang naloko  hadlang  nalinlang
tirahan tulong  tahanan  suporta
kaibigan tala  katoto  bituin
tuwa uri  galak  klase
magkasinggulang sinasaad  magkasintanda  sinasabi
digmaan pirma  gera  lagda
nakalilibang umiwas  kawili-wili  umilag
digmaan tala  gera  bituin
sang-ayon suweldo  pabor  sahod
huwaran masarap  modelo  malinamnam
magusot maliit  malukot  munti
tuwina wakas  lagi  katapusan
nakatago paligsahan  nakakubli  timpalak
paaralan problema  eskuwelahan  suliranin
matalim saysay  matalas  kabuluhan
tala titik  bituin  letra
mabilis tala  matulin  bituin
mabuntis pila  magdalang-tao  hanay
bulok sang-ayon  panis  pabor
dala maalaga  hatid  maaruga
mag-utos matalim  mag-atas  matalas
nakaraan simula  nakalipas  umpisa
bintang tirahan  paratang  tahanan
bintang katas  paratang  dagta
bandila presko  watawat  maaliwalas
kadamay karaniwan  kasangkot  ordinaryo
asal sakay  ugali  lulan
malinaw sobra  maliwanag  labis
bilanggo mabuntis  preso  magdalang-tao
gaod kapos  sagwan  kulang
makitid tiyak  makipot  sigurado
duwag pantalon  bahag-buntot  salawal
masipag taksil  matiyaga  traidor
dalampasigan handog  baybayin  alay
makitid matipid  makipot  maimot
magulat problema  mabigla  suliranin
bihira kadamay  madalang  kasangkot
kamukha pamilya  kahawig  mag-anak
hiram tiyak  utang  sigurado
palayaw sumpa  tawag  panata
hurno tapang  pugon  lakas-loob
iboto titik  ihalal  letra
magusot ulam  malukot  putahe
mapalad wika  masuwerte  lengguwahe
kalihim masipag  sekretarya  matiyaga
tala ulam  bituin  putahe
tunay tuwina  totoo  lagi
baliktad matipid  tiwarik  maimot
mapagbigay pakiusap  bukas-palad  samo
pumutok saksi  sumabog  testigo
handog puhunan  alay  kapital
handog saksi  alay  testigo
dala sanay  hatid  bihasa
simot uri  said  klase
alaala sang-ayon  gunita  pabor
berde kama  luntian  higaan
problema sang-ayon  suliranin  pabor
alapaap suwail  ulap  sutil
bagyo makintab  unos  makinang
nakaraan saranggola  nakalipas  guryon
karaniwan mapalad  ordinaryo  masuwerte
edad masipag  gulang  matiyaga
sakay tama  lulan  tumpak
asal sagisag  ugali  simbolo
sandata upuan  armas  silya
sinasaad tirahan  sinasabi  tahanan
hurno mabango  pugon  mahalimuyak
malakas paningin  matibay  pananaw
opisina pakiusap  tanggapan  samo
dayuhan saranggola  banyaga  guryon
grupo magkalaban  pangkat  magkatunggali
matalim puwersa  matalas  lakas
gobyerno kapos  pamahalaan  kulang
basahan mag-utos  trapo  mag-atas
magkalaban presko  magkatunggali  maaliwalas
sinasaad umiwas  sinasabi  umilag
desisyon hangad  pasiya  nais
hiram kalbo  utang  panot
prutas wakas  bungang-kahoy  katapusan
harang kama  hadlang  higaan
palayaw tadhana  tawag  kapalaran
maalaga magastos  maaruga  magugol
nakatago tamad  nakakubli  batugan
magastos sundin  magugol  tumalima
gitna uri  sentro  klase
pangarap problema  mithi  suliranin
likas pangarap  natural  mithi
magtira mahigpit  magtabi  istrikto
pangarap pirma  mithi  lagda
bigat pursiyento  timbang  bahagdan
bunga kriminal  resulta  salarin
pirma sawi  lagda  bigo
mabango pila  mahalimuyak  hanay
alam tibok  batid  pintig
suweldo tala  sahod  bituin
gramatika presko  balarila  maaliwalas
gitna suwail  sentro  sutil
pumutok talaan  sumabog  listahan
gusto ibig magkasinggulang  hilig  magkasintanda
mabilis uri  matulin  klase
lihim lugar  sikreto  pook
upuan uri  silya  klase
labag palingun-lingon  ilegal  palinga-linga
labag umiwas  ilegal  umilag
grupo hanapbuhay  pangkat  trabaho
eksperto hinuli  dalubhasa  dinakip
karaniwan saksi  ordinaryo  testigo
tulong wika  suporta  lengguwahe
dala pamaypay  hatid  abaniko
kasali maalaga  kalahok  maaruga
malakas tibok  matibay  pintig
taksil tala  traidor  bituin
braso kapos  bisig  kulang
dayuhan presko  banyaga  maaliwalas
magisip-isip pumalit  magmuni-muni  humalili
sobra ulam  labis  putahe
presko upuan  maaliwalas  silya
ulam wakas  putahe  katapusan
sakop sanay  saklaw  bihasa
palengke pamilya  pamilihan  mag-anak
braso umiwas  bisig  umilag
hanapbuhay mayabang  trabaho  hambog
pursiyento taksil  bahagdan  traidor
kriminal tuwina  salarin  lagi
likha sawi  gawa  bigo
giba kasabay  wasak  kasama
palingun-lingon sagot  palinga-linga  tugon
kapos makata  kulang  poeta
suweldo tama  sahod  tumpak
pamilya sang-ayon  mag-anak  pabor
dekorasyon lungkot  palamuti  lumbay
tamad uri  batugan  klase
bantog kriminal  tanyag  salarin
sinasaad tuwa  sinasabi  galak
masarap suweldo  malinamnam  sahod
grupo makata  pangkat  poeta
simula uri  umpisa  klase
tuwa wakas  galak  katapusan
labag tirahan  ilegal  tahanan
braso problema  bisig  suliranin
bintang lansangan  paratang  kalye
magtira pamaypay  magtabi  abaniko
saysay sigaw  kabuluhan  hiyaw
tama tiyak  tumpak  sigurado
lunas palengke  remedyo  pamilihan
hanapbuhay puwersa  trabaho  lakas
pamilya titik  mag-anak  letra
mabuntis pulo  magdalang-tao  isla
malamig puwersa  maginaw  lakas
likha pangarap  gawa  mithi
kaibigan sobra  katoto  labis
kalihim laki  sekretarya  sukat
sigaw simot  hiyaw  said
bintang dalampasigan  paratang  baybayin
lugar magusot  pook  malukot
dekorasyon magkalaban  palamuti  magkatunggali
bantog bilanggo  tanyag  preso
pumutok serbisyo  sumabog  paglilingkod
mapagbigay pursiyento  bukas-palad  bahagdan
mabaho pasikut-sikot  maalingasaw  paliguy-ligoy
sakop uri  saklaw  klase
plato sidhi  pinggan  tindi
hugis magtira  korte  magtabi
suntok ulam  sapok  putahe
tuwa ulam  galak  putahe
dasal gramatika  dalangin  balarila
prutas umako  bungang-kahoy  umamin
sagot sanay  tugon  bihasa
alaala malubha  gunita  malala
tadhana umako  kapalaran  umamin
pirma serbisyo  lagda  paglilingkod
suweldo tulong  sahod  suporta
makata malubha  poeta  malala
malinaw malubha  maliwanag  malala
pila simot  hanay  said
lugar mapalad  pook  masuwerte
eksperto malamig  dalubhasa  maginaw
bintang sinasaad  paratang  sinasabi
magmadali tamad  mag-apura  batugan
sidhi tala  tindi  bituin
pamilya sanay  mag-anak  bihasa
gayahin maawain  tularan  mahabagin
desisyon wika  pasiya  lengguwahe
mapagbigay suweldo  bukas-palad  sahod
damdamin mapagbigay  saloobin  bukas-palad
magtiis makata  magdusa  poeta
matalim matamo  matalas  makamit
angkop presko  akma  maaliwalas
magastos magkagalit  magugol  magkaaway
batayan saysay  basehan  kabuluhan
pulo tirahan  isla  tahanan
paaralan prutas  eskuwelahan  bungang-kahoy
katas magmukmok  dagta  magmaktol
lungkot tala  lumbay  bituin
magduda sakop  mag-alinlangan  saklaw
pumalit saysay  humalili  kabuluhan
kalihim suweldo  sekretarya  sahod
pangarap sang-ayon  mithi  pabor
maaari madalas  puwede  malimit
hinuli serbisyo  dinakip  paglilingkod
sundin wika  tumalima  lengguwahe
bagyo hugis  unos  korte
anyaya pulo  imbita  isla
matapang simot  magiting  said
tala tuwa  bituin  galak
magulat nakalilibang  mabigla  kawili-wili
tamad tapang  batugan  lakas-loob
naloko pag-ibig  nalinlang  pagmamahal
braso naloko  bisig  nalinlang
pumutok suntok  sumabog  sapok
pursiyento saranggola  bahagdan  guryon
pumutok tiyak  sumabog  sigurado
kalihim mabaho  sekretarya  maalingasaw
sandata sang-ayon  armas  pabor
katas pag-ibig  dagta  pagmamahal
makata paligsahan  poeta  timpalak
malubha suwail  malala  sutil
hurno maliit  pugon  munti
katarungan palengke  hustisya  pamilihan
naloko tulong  nalinlang  suporta
sinasaad wakas  sinasabi  katapusan
aksidente dahilan  sakuna  sanhi
umako uri  umamin  klase
tala tiyak  bituin  sigurado
sakay sawi  lulan  bigo
kalihim matamo  sekretarya  makamit
alaala asal  gunita  ugali
mahigpit sobra  istrikto  labis
palingun-lingon puhunan  palinga-linga  kapital
bukod-tangi magkasinggulang  naiiba  magkasintanda
magtiis upuan  magdusa  silya
matagal sanay  malaon  bihasa
maalaga pantalon  maaruga  salawal
gobyerno masarap  pamahalaan  malinamnam
giba magmadali  wasak  mag-apura
pamaypay titik  abaniko  letra
gayahin mananahi  tularan  modista
matipid palingun-lingon  maimot  palinga-linga
gumaling mabilis  maghilom  matulin
mabango magusot  mahalimuyak  malukot
kadamay magkalaban  kasangkot  magkatunggali
hiram prutas  utang  bungang-kahoy
haka masipag  hinala  matiyaga
makintab malubha  makinang  malala
matamo mayabang  makamit  hambog
alaala naloko  gunita  nalinlang
handog mabilis  alay  matulin
sawi tulong  bigo  suporta
malakas pantalon  matibay  salawal
magmukmok mahigpit  magmaktol  istrikto
kalbo simot  panot  said
bahala lunas  mananagot  remedyo
mananahi presko  modista  maaliwalas
pakiusap tamad  samo  batugan
eksperto kalihim  dalubhasa  sekretarya
matipid sakay  maimot  lulan
sang-ayon tadhana  pabor  kapalaran
hugis landas  korte  daan
kasabay serbisyo  kasama  paglilingkod
aksidente simot  sakuna  said
bagyo boses  unos  tinig
sinasaad suwail  sinasabi  sutil
mapalad nakalilibang  masuwerte  kawili-wili
pasikut-sikot tulong  paliguy-ligoy  suporta
pumunta pursiyento  tumungo  bahagdan
bahagi gramatika  parte  balarila
pursiyento tirahan  bahagdan  tahanan
malamig suwail  maginaw  sutil
likha mag-utos  gawa  mag-atas
magduda talaan  mag-alinlangan  listahan
puwersa saksi  lakas  testigo
magkasinggulang nakalilibang  magkasintanda  kawili-wili
tamad titik  batugan  letra
maliit talaan  munti  listahan
aksidente matamo  sakuna  makamit
likha malamig  gawa  maginaw
mabaho pursiyento  maalingasaw  bahagdan
lungkot pumutok  lumbay  sumabog
saysay tapang  kabuluhan  lakas-loob
madalas uri  malimit  klase
magulat sakop  mabigla  saklaw
matalim sagot  matalas  tugon
lansangan masipag  kalye  matiyaga
sanay wika  bihasa  lengguwahe
tala tibok  bituin  pintig
desisyon taksil  pasiya  traidor
gobyerno gusto ibig  pamahalaan  hilig
sundin tirahan  tumalima  tahanan
sumpa wakas  panata  katapusan
makintab pumutok  makinang  sumabog
magkagalit pag-ibig  magkaaway  pagmamahal
bigat malamig  timbang  maginaw
mananahi mapalad  modista  masuwerte
puwersa tibok  lakas  pintig
magtira taksil  magtabi  traidor
digmaan palingun-lingon  gera  palinga-linga
suweldo uri  sahod  klase
basahan naloko  trapo  nalinlang
anyo malinaw  itsura  maliwanag
mag-utos tama  mag-atas  tumpak
pursiyento tuwa  bahagdan  galak
pursiyento sinasaad  bahagdan  sinasabi
lansangan sanay  kalye  bihasa
mag-utos sagisag  mag-atas  simbolo
likha matalim  gawa  matalas
mayabang talaan  hambog  listahan
away maawain  laban  mahabagin
pursiyento upuan  bahagdan  silya
paningin sidhi  pananaw  tindi
maawain sinasaad  mahabagin  sinasabi
mabuntis puwersa  magdalang-tao  lakas
laki tibok  sukat  pintig
batayan makintab  basehan  makinang
tulong tuwina  suporta  lagi
mabango matagal  mahalimuyak  malaon
dekorasyon tiyak  palamuti  sigurado
grupo handog  pangkat  alay
asal iboto  ugali  ihalal
nakalilibang saksi  kawili-wili  testigo
premyo tirahan  gantimpala  tahanan
pursiyento umako  bahagdan  umamin
braso giba  bisig  wasak
sagot sobra  tugon  labis
naloko tibok  nalinlang  pintig
kuwento nakatago  salaysay  nakakubli
angkop bantog  akma  tanyag
malamig malubha  maginaw  malala
gaod masipag  sagwan  matiyaga
sundin uri  tumalima  klase
harang hurno  hadlang  pugon
lakbay tapang  biyahe  lakas-loob
pangarap tadhana  mithi  kapalaran
palingun-lingon plato  palinga-linga  pinggan
magtiis mapagbigay  magdusa  bukas-palad
libingan mayabang  sementeryo  hambog
magduda matamo  mag-alinlangan  makamit
simula wika  umpisa  lengguwahe
paningin simot  pananaw  said
damdamin kadamay  saloobin  kasangkot
saranggola tamad  guryon  batugan
bulok kalbo  panis  panot
dahilan tulong  sanhi  suporta
magmukmok sumpa  magmaktol  panata
katarungan puhunan  hustisya  kapital
bantog pila  tanyag  hanay
nakalilibang puhunan  kawili-wili  kapital
dayuhan kasali  banyaga  kalahok
butil serbisyo  buto  paglilingkod
pursiyento uri  bahagdan  klase
pila sinasaad  hanay  sinasabi
gaod maalaga  sagwan  maaruga
problema saysay  suliranin  kabuluhan
pumalit titik  humalili  letra
magkagalit tala  magkaaway  bituin
magtira makitid  magtabi  makipot
magusot matamo  malukot  makamit
anyaya braso  imbita  bisig
mahalaga malinaw  importante  maliwanag
handog matipid  alay  maimot
tapang tuwa  lakas-loob  galak
prutas tuwa  bungang-kahoy  galak
damdamin kaakit-akit  saloobin  maalindog
saranggola saysay  guryon  kabuluhan
aksidente mabuti  sakuna  mainam
angkop gumaling  akma  maghilom
bagyo tama  unos  tumpak
dilat wika  mulat  lengguwahe
bisita paaralan  panauhin  eskuwelahan
hangad kamukha  nais  kahawig
angkop pirma  akma  lagda
madalas upuan  malimit  silya
palayaw puhunan  tawag  kapital
sakop tunay  saklaw  totoo
bata tunay  musmos  totoo
kasali magulat  kalahok  mabigla
kaakit-akit palingun-lingon  maalindog  palinga-linga
sanay tamad  bihasa  batugan
saysay serbisyo  kabuluhan  paglilingkod
makitid wika  makipot  lengguwahe
pag-ibig sakay  pagmamahal  lulan
magastos paligsahan  magugol  timpalak
katarungan pumalit  hustisya  humalili
kamukha paligsahan  kahawig  timpalak
libingan pasikut-sikot  sementeryo  paliguy-ligoy
hiram sinasaad  utang  sinasabi
balat-sibuyas buod  maramdamin  lagom
magulat tamad  mabigla  batugan
sobra umako  labis  umamin
kadamay kuwento  kasangkot  salaysay
palingun-lingon problema  palinga-linga  suliranin
magastos wika  magugol  lengguwahe
masarap simot  malinamnam  said
kasabay magtiis  kasama  magdusa
gobyerno kaakit-akit  pamahalaan  maalindog
tamad tirahan  batugan  tahanan
magmukmok nakaraan  magmaktol  nakalipas
gusto ibig kriminal  hilig  salarin
bantog grupo  tanyag  pangkat
magkasinggulang sandata  magkasintanda  armas
magtiis mapalad  magdusa  masuwerte
kasabay makitid  kasama  makipot
digmaan naloko  gera  nalinlang
iboto malinaw  ihalal  maliwanag
puhunan tama  kapital  tumpak
gusto ibig katas  hilig  dagta
mapagbigay paligsahan  bukas-palad  timpalak
kalihim pulo  sekretarya  isla
magduda sobra  mag-alinlangan  labis
iboto palayaw  ihalal  tawag
bahagi kama  parte  higaan
serbisyo sigaw  paglilingkod  hiyaw
puwersa tulong  lakas  suporta
tala tulong  bituin  suporta
sidhi tulong  tindi  suporta
sang-ayon saysay  pabor  kabuluhan
kasabay simula  kasama  umpisa
nakaraan palengke  nakalipas  pamilihan
palengke tibok  pamilihan  pintig
asal pumalit  ugali  humalili
sundin wakas  tumalima  katapusan
sobra titik  labis  letra
braso giba  bisig  wasak
kalihim malamig  sekretarya  maginaw
sanay uri  bihasa  klase
magastos pakiusap  magugol  samo
kaibigan pirma  katoto  lagda
sawi tibok  bigo  pintig
paligsahan saranggola  timpalak  guryon
grupo puhunan  pangkat  kapital
lansangan matamo  kalye  makamit
bata bulok  musmos  panis
asal bandila  ugali  watawat
bunga likas  resulta  natural
tama umiwas  tumpak  umilag
bilanggo dala  preso  hatid
bigat pumutok  timbang  sumabog
pumalit umako  humalili  umamin
sandata titik  armas  letra
kamukha karaniwan  kahawig  ordinaryo
grupo mananahi  pangkat  modista
damdamin kamukha  saloobin  kahawig
giba magkalaban  wasak  magkatunggali
naloko wakas  nalinlang  katapusan
tibok tuwina  pintig  lagi
alaala tama  gunita  tumpak
kalbo paningin  panot  pananaw
aksidente baliktad  sakuna  tiwarik
makintab malamig  makinang  maginaw
paligsahan sundin  timpalak  tumalima
gitna pangarap  sentro  mithi
